location,source,target,id,fuzzy,context,developer_comments
"src/components/DownloadButton/DownloadButton.js","ByteFence Anti-Malware application is not compatible with your operating system.","","error.downloadBlocked",false,"error.downloadBlocked","error.downloadBlocked"
"src/components/DownloadButton/DownloadButton.js","Download Error",ダウンロードエラー,"error.downloadError",false,"error.downloadError","error.downloadError"
"src/components/DownloadButton/DownloadButton.js",OK,OK,"error.ok",false,"error.ok","error.ok"
"src/components/DownloadButton/DownloadButton.test.js,src/components/UiButton/RavButton.test.js","TRY FOR FREE","","header.test",false,"try for free top button","try for free top button"
"src/components/Footer/messages.js",Company,企業,"footer.link.company",false,"Footer Company Link","Footer Company Link"
"src/components/Footer/messages.js","Contact Us",お問い合わせ,"footer.link.contactUs",false,"Footer contactUs Link","Footer contactUs Link"
"src/components/Footer/messages.js","ByteFence Free","Byte<strong>Fence <span>Free</span></strong>","footer.link.free",false,"Footer Bytefence Free Link","Footer Bytefence Free Link"
"src/components/Footer/messages.js","ByteFence Pro","Byte<strong>Fence <span>Pro</span></strong>","footer.link.pro",false,"Footer Bytefence Pro Link","Footer Bytefence Pro Link"
"src/components/Footer/messages.js",Renew,購入｜更新,"footer.link.renew",false,"Footer Bytefence Renew Link","Footer Bytefence Renew Link"
"src/components/Footer/messages.js",Support,サポート,"footer.link.support",false,"Footer support Link","Footer support Link"
"src/components/Footer/messages.js","Privacy Policy",個人情報保護方針,"footer.privacy",false,"Footer Privacy policy link","Footer Privacy policy link"
"src/components/Footer/messages.js","Terms of Use","","footer.terms",false,"Footer Terms link","Footer Terms link"
"src/components/Footer/messages.js",About,ByteFenceについて,"footer.title.about",false,"Footer Bytefence About title","Footer Bytefence About title"
"src/components/Footer/messages.js","Help And Support",ヘルプ＆サポート,"footer.title.helpAndSupport",false,"Footer helpAndSupport title","Footer helpAndSupport title"
"src/components/Footer/messages.js",Products,商品,"footer.title.products",false,"Footer products title","Footer products title"
"src/components/Plan/messages.js","Choose Plan",選択,"plan.btnTxt",false,"plan.btnTxt","plan.btnTxt"
"src/components/RCSPopUp/RCSPopUp.js","TRY NOW","","rcsPopUp.button",false,"rcsPopUp button","rcsPopUp button"
"src/components/RCSPopUp/RCSPopUp.js","check out","","rcsPopUp.link",false,"rcsPopUp link","rcsPopUp link"
"src/components/RCSPopUp/RCSPopUp.js","We’ve just launched a new antivirus software, which includes all of Reason Core Security features and more!","","rcsPopUp.subTitle",false,"rcsPopUp sub title","rcsPopUp sub title"
"src/components/RCSPopUp/RCSPopUp.js","Now you can scan and remove viruses and other malware threats for FREE!","","rcsPopUp.text",false,"rcsPopUp text","rcsPopUp text"
"src/components/RCSPopUp/RCSPopUp.js","our new website","","rcsPopUp.text.end",false,"rcsPopUp text end","rcsPopUp text end"
"src/components/RCSPopUp/RCSPopUp.js",Or,"","rcsPopUp.text.start",false,"rcsPopUp text start","rcsPopUp text start"
"src/components/RCSPopUp/RCSPopUp.js","A New","","rcsPopUp.title1",false,"rcsPopUp.title1","rcsPopUp.title1"
"src/components/RCSPopUp/RCSPopUp.js","to Feel Safe!","","rcsPopUp.title2",false,"rcsPopUp.title2","rcsPopUp.title2"
"src/components/SpecsNote/SpecsNote.js","GET IT NOW",今すぐ入手しよう,"specsNote.button",false,"specsNote button","specsNote button"
"src/components/SpecsNote/SpecsNote.js","System requirements and specifications","","specsNote.subTitle",false,"specsNote subTitle","specsNote subTitle"
"src/components/SpecsNote/SpecsNote.js","A PC with Windows 10, 8.1, 8, 7, 256 MB RAM or more, and 0.5 GB of hard disk free space.","","specsNote.text",false,"specsNote text","specsNote text"
"src/components/SpecsNote/SpecsNote.js","Don’t worry, <br>Reason’s got your back","","specsNote.title",false,"specsNote title","specsNote title"
"src/routes/Home/components/Features/messages.js","Real-time protection keeps you protected all the time from dangerous infections and unwanted software.",リアルタイム保護は、危険な感染や望ましくない<br/>ソフトウェアから常時あなたを守ります。,"home.features.feature1text",false,"Home Features feature1text","Home Features feature1text"
"src/routes/Home/components/Features/messages.js","PROTECTED 24/7",24時間365日保護,"home.features.feature1title",false,"Home Features feature1title","Home Features feature1title"
"src/routes/Home/components/Features/messages.js","Robust protection against all malware. Scans and removes harmful Trojans, Worms and Spyware.",あらゆるマルウェアから強固に守ります。<br/>有害なTrojan・ワーム・スパイウェアを駆除します。,"home.features.feature2text",false,"Home Features feature2text","Home Features feature2text"
"src/routes/Home/components/Features/messages.js","REMOVES HARMFUL MALWARE",有害なマルウェアを駆除,"home.features.feature2title",false,"Home Features feature2title","Home Features feature2title"
"src/routes/Home/messages.js","Free Download",無料ダウンロード,"home.header.button",false,"Home Header Button","Home Header Button"
"src/routes/Home/messages.js","Ultimate protection against Malware, Spyware and Crapware, for Free","マルウェア・スパイウェア・クラップウェアから
PCを守る最終兵器","home.header.title",false,"Home Header Title","Home Header Title"
"src/routes/Home/components/Infected/messages.js","Free Download",無料ダウンロード,"home.infected.button",false,"Home Infected Button","Home Infected Button"
"src/routes/Home/components/Infected/messages.js","ByteFence Anti-malware’s cutting edge software detects and removes Trojans, Worms, Spyware, Crapware and other high risk malware.","ByteFence Anti-Malwareは、Trojan・ワーム・スパイウェア・クラップウェアなどの高い危険性があるマルウェアを検出し駆除します。","home.infected.left",false,"Home Infected Left","Home Infected Left"
"src/routes/Home/components/Infected/messages.js","ByteFence is the ultimate protection against crapware and bundleware that sneak in potentially unwanted programs and ads.",ByteFenceは、不要なプログラムや広告を忍ばせたクラップウェアやバンドルウェアの最終兵器です。,"home.infected.right",false,"Home Infected Right","Home Infected Right"
"src/routes/Home/components/Infected/messages.js","Is your computer <b>infected</b> with hidden Malware?","","home.infected.title",false,"Home Infected Title","Home Infected Title"
"src/routes/messages.js",Monthly,1か月,"1m.buyPage.periodTitle",false,"1m.buyPage.periodTitle","1m.buyPage.periodTitle"
"src/routes/messages.js","One payment of {currencyAndPrice} every month","","1m.monthlyBuyPage.chargeComment",false,"1m.monthlyBuyPage.chargeComment","1m.monthlyBuyPage.chargeComment"
"src/routes/messages.js","1 MONTH LICENSE",1ヵ月ライセンス,"1m.monthlyBuyPage.periodTitle",false,"1m.monthlyBuyPage.periodTitle","1m.monthlyBuyPage.periodTitle"
"src/routes/messages.js","1 MONTH LICENSE",1ヵ月ライセンス,"1m.monthlyPlanPicker.caption",false,"1m.monthlyPlanPicker.caption","1m.monthlyPlanPicker.caption"
"src/routes/messages.js","Billed as one payment of {currencyAndPrice} every month","","1m.monthlyPlanPicker.chargeComment",false,"1m.monthlyPlanPicker.chargeComment","1m.monthlyPlanPicker.chargeComment"
"src/routes/messages.js","Monthly Plan",月額プラン,"1m.planPicker.caption",false,"1m.planPicker.caption","1m.planPicker.caption"
"src/routes/messages.js",Monthly,1か月,"1m.planPicker.periodTitle",false,"1m.planPicker.periodTitle","1m.planPicker.periodTitle"
"src/routes/messages.js","Someone from <%geo%> just purchased a Monthly plan",<%geo%>出身のユーザーが月次プランを購入したところです。,"1m.planPicker.salePrompt",false,"1m.planPicker.salePrompt","1m.planPicker.salePrompt"
"src/routes/messages.js","1 month license",1ヵ月ライセンス,"1m.receipt.caption",false,"1m.receipt.caption","1m.receipt.caption"
"src/routes/messages.js",Yearly,1年,"1y.buyPage.periodTitle",false,"1y.buyPage.periodTitle","1y.buyPage.periodTitle"
"src/routes/messages.js","One payment of {currencyAndPrice} every 12 months","","1y.monthlyBuyPage.chargeComment",false,"1y.monthlyBuyPage.chargeComment","1y.monthlyBuyPage.chargeComment"
"src/routes/messages.js","1 YEAR LICENSE",1年ライセンス,"1y.monthlyBuyPage.periodTitle",false,"1y.monthlyBuyPage.periodTitle","1y.monthlyBuyPage.periodTitle"
"src/routes/messages.js","1 YEAR LICENSE",1年ライセンス,"1y.monthlyPlanPicker.caption",false,"1y.monthlyPlanPicker.caption","1y.monthlyPlanPicker.caption"
"src/routes/messages.js","Billed as one payment of {currencyAndPrice} every 12 months","","1y.monthlyPlanPicker.chargeComment",false,"1y.monthlyPlanPicker.chargeComment","1y.monthlyPlanPicker.chargeComment"
"src/routes/messages.js","Annual Plan",年間プラン,"1y.planPicker.caption",false,"1y.planPicker.caption","1y.planPicker.caption"
"src/routes/messages.js",Yearly,1年,"1y.planPicker.periodTitle",false,"1y.planPicker.periodTitle","1y.planPicker.periodTitle"
"src/routes/messages.js","Someone from <%geo%> just purchased a Yearly plan",<%geo%>出身のユーザーが1年プランを購入したところです。,"1y.planPicker.salePrompt",false,"1y.planPicker.salePrompt","1y.planPicker.salePrompt"
"src/routes/messages.js","1 year license",1年ライセンス,"1y.receipt.caption",false,"1y.receipt.caption","1y.receipt.caption"
"src/routes/messages.js",Yearly,1年,"1y3.buyPage.periodTitle",false,"1y3.buyPage.periodTitle","1y3.buyPage.periodTitle"
"src/routes/messages.js","One payment of {currencyAndPrice} every 12 months","","1y3.monthlyBuyPage.chargeComment",false,"1y3.monthlyBuyPage.chargeComment","1y3.monthlyBuyPage.chargeComment"
"src/routes/messages.js","1 YEAR 3 LICENSES",1年3ライセンス,"1y3.monthlyBuyPage.periodTitle",false,"1y3.monthlyBuyPage.periodTitle","1y3.monthlyBuyPage.periodTitle"
"src/routes/messages.js","1 YEAR 3 LICENSES",1年3ライセンス,"1y3.monthlyPlanPicker.caption",false,"1y3.monthlyPlanPicker.caption","1y3.monthlyPlanPicker.caption"
"src/routes/messages.js","Billed as one payment of {currencyAndPrice} every 12 months","","1y3.monthlyPlanPicker.chargeComment",false,"1y3.monthlyPlanPicker.chargeComment","1y3.monthlyPlanPicker.chargeComment"
"src/routes/messages.js","FAMILY PACK",家族割,"1y3.planPicker.caption",false,"1y3.planPicker.caption","1y3.planPicker.caption"
"src/routes/messages.js",Yearly,1年,"1y3.planPicker.periodTitle",false,"1y3.planPicker.periodTitle","1y3.planPicker.periodTitle"
"src/routes/messages.js","Someone from <%geo%> just purchased a Family pack",<%geo%>出身のユーザーがファミリープランを購入したところです。,"1y3.planPicker.salePrompt",false,"1y3.planPicker.salePrompt","1y3.planPicker.salePrompt"
"src/routes/messages.js","Protect 3 Family Members",プロジェクト3（家族会員）,"1y3.planPicker.specialCaption",false,"1y3.planPicker.specialCaption","1y3.planPicker.specialCaption"
"src/routes/messages.js","Purchase 3 ByteFence Pro licenses at a discount price","割引価格でByteFence Proライセンスを3つも購入できます。","1y3.planPicker.specialPlanDescription",false,"1y3.planPicker.specialPlanDescription","1y3.planPicker.specialPlanDescription"
"src/routes/messages.js","Keep Your Family and Friends Protected",あなたの家族や友人を保護します。,"1y3.planPicker.specialPlanHeading",false,"1y3.planPicker.specialPlanHeading","1y3.planPicker.specialPlanHeading"
"src/routes/messages.js","family pack 1 year license","","1y3.receipt.caption",false,"1y3.receipt.caption","1y3.receipt.caption"
"src/routes/messages.js","You can activate 3 different computers using the same license key.",同じライセンスキーでPC3台が認証できます。,"1y3.successPage.licenceCaption",false,"1y3.successPage.licenceCaption","1y3.successPage.licenceCaption"
"src/routes/messages.js","2 YEARS",2年間,"2y.buyPage.periodTitle",false,"2y.buyPage.periodTitle","2y.buyPage.periodTitle"
"src/routes/messages.js","One payment of {currencyAndPrice} every 24 months","","2y.monthlyBuyPage.chargeComment",false,"2y.monthlyBuyPage.chargeComment","2y.monthlyBuyPage.chargeComment"
"src/routes/messages.js","2 YEARS LICENSE",2年ライセンス,"2y.monthlyBuyPage.periodTitle",false,"2y.monthlyBuyPage.periodTitle","2y.monthlyBuyPage.periodTitle"
"src/routes/messages.js","2 YEARS LICENSE",2年ライセンス,"2y.monthlyPlanPicker.caption",false,"2y.monthlyPlanPicker.caption","2y.monthlyPlanPicker.caption"
"src/routes/messages.js","Billed as one payment of {currencyAndPrice} every 24 months","","2y.monthlyPlanPicker.chargeComment",false,"2y.monthlyPlanPicker.chargeComment","2y.monthlyPlanPicker.chargeComment"
"src/routes/messages.js","Two Years Plan",2年プラン,"2y.planPicker.caption",false,"2y.planPicker.caption","2y.planPicker.caption"
"src/routes/messages.js","2 YEARS",2年間,"2y.planPicker.periodTitle",false,"2y.planPicker.periodTitle","2y.planPicker.periodTitle"
"src/routes/messages.js","Someone from <%geo%> just purchased a 2 years plan",<%geo%>出身のユーザーが2年プランを購入したところです。,"2y.planPicker.salePrompt",false,"2y.planPicker.salePrompt","2y.planPicker.salePrompt"
"src/routes/messages.js","2 years license",2年ライセンス,"2y.receipt.caption",false,"2y.receipt.caption","2y.receipt.caption"
"src/routes/messages.js","3 YEARS",3年間,"3y.buyPage.periodTitle",false,"3y.buyPage.periodTitle","3y.buyPage.periodTitle"
"src/routes/messages.js","One payment of {currencyAndPrice} every 36 months","","3y.monthlyBuyPage.chargeComment",false,"3y.monthlyBuyPage.chargeComment","3y.monthlyBuyPage.chargeComment"
"src/routes/messages.js","2 YEARS LICENSE",2年ライセンス,"3y.monthlyBuyPage.periodTitle",false,"2y.monthlyBuyPage.periodTitle","2y.monthlyBuyPage.periodTitle"
"src/routes/messages.js","3 YEARS LICENSE",3年ライセンス,"3y.monthlyPlanPicker.caption",false,"3y.monthlyPlanPicker.caption","3y.monthlyPlanPicker.caption"
